VisitID,KundID,Datum,Tid,Ar,Vecka,Besokstyp,PassID
V0042866,K0118,2025-05-08,16:00,2025,18,GYM,
V0042867,K0052,2025-05-08,16:10,2025,18,GYM,
V0042868,K0768,2025-05-08,16:15,2025,18,GYM,
V0042869,K0818,2025-05-08,16:25,2025,18,GYM,
V0042870,K0950,2025-05-08,16:40,2025,18,GYM,
V0042871,K0271,2025-05-08,16:55,2025,18,GYM,
V0042872,K0926,2025-05-08,17:20,2025,18,GYM,
V0042873,K0653,2025-05-08,17:30,2025,18,GYM,
V0042874,K0220,2025-05-08,17:40,2025,18,GYM,
V0042875,K0772,2025-05-08,17:45,2025,18,GYM,
V0042876,K0838,2025-05-08,18:25,2025,18,GYM,
V0042877,K0805,2025-05-08,18:30,2025,19,PASS,P16
V0042878,K0293,2025-05-08,18:30,2025,19,PASS,P16
V0042879,K0388,2025-05-08,18:30,2025,19,PASS,P16
V0042880,K0443,2025-05-08,18:30,2025,19,PASS,P16
V0042881,K0118,2025-05-08,18:30,2025,19,PASS,P16
V0042882,K0057,2025-05-08,18:30,2025,19,PASS,P16
V0042883,K0633,2025-05-08,18:30,2025,19,PASS,P16
V0042884,K0067,2025-05-08,18:30,2025,19,PASS,P16
V0042885,K0668,2025-05-08,18:30,2025,19,PASS,P16
V0042886,K0147,2025-05-08,18:30,2025,19,PASS,P16
V0042887,K0467,2025-05-08,18:30,2025,19,PASS,P16
V0042888,K0089,2025-05-08,18:30,2025,19,PASS,P16
V0042889,K0524,2025-05-08,18:30,2025,18,GYM,
V0042890,K0854,2025-05-08,18:35,2025,18,GYM,
V0042891,K0557,2025-05-08,18:50,2025,18,GYM,
V0042892,K0855,2025-05-08,18:55,2025,18,GYM,
V0042893,K0426,2025-05-08,19:00,2025,18,GYM,
V0042894,K0524,2025-05-08,19:20,2025,18,GYM,
V0042895,K0556,2025-05-08,19:25,2025,18,GYM,
V0042896,K0448,2025-05-08,19:30,2025,18,GYM,
V0042897,K0636,2025-05-08,19:30,2025,18,GYM,
V0042898,K0591,2025-05-08,19:50,2025,18,GYM,
V0042899,K0754,2025-05-08,20:15,2025,18,GYM,
V0042900,K0919,2025-05-08,20:30,2025,18,GYM,
V0042901,K0410,2025-05-08,20:45,2025,18,GYM,
V0042902,K0897,2025-05-08,21:00,2025,18,GYM,
V0042903,K0689,2025-05-08,21:00,2025,18,GYM,
V0042904,K0872,2025-05-08,21:10,2025,18,GYM,
V0042905,K0409,2025-05-08,21:20,2025,18,GYM,
V0042906,K0132,2025-05-08,21:20,2025,18,GYM,
V0042907,K0677,2025-05-09,06:10,2025,18,GYM,
V0042908,K0151,2025-05-09,06:15,2025,18,GYM,
V0042909,K0368,2025-05-09,06:25,2025,18,GYM,
V0042910,K0245,2025-05-09,06:30,2025,18,GYM,
V0042911,K0284,2025-05-09,06:35,2025,18,GYM,
V0042912,K0414,2025-05-09,06:55,2025,18,GYM,
V0042913,K0506,2025-05-09,07:05,2025,18,GYM,
V0042914,K0559,2025-05-09,07:30,2025,18,GYM,
V0042915,K0236,2025-05-09,07:35,2025,18,GYM,
V0042916,K0238,2025-05-09,07:40,2025,18,GYM,
V0042917,K0849,2025-05-09,07:40,2025,18,GYM,
V0042918,K0341,2025-05-09,08:10,2025,18,GYM,
V0042919,K0184,2025-05-09,08:55,2025,18,GYM,
V0042920,K0329,2025-05-09,09:00,2025,19,PASS,P17
V0042921,K0767,2025-05-09,09:00,2025,19,PASS,P17
V0042922,K0789,2025-05-09,09:00,2025,19,PASS,P17
V0042923,K0401,2025-05-09,09:00,2025,19,PASS,P17
V0042924,K0913,2025-05-09,09:00,2025,19,PASS,P17
V0042925,K0074,2025-05-09,09:00,2025,19,PASS,P17
V0042926,K0766,2025-05-09,09:00,2025,19,PASS,P17
V0042927,K0900,2025-05-09,09:00,2025,19,PASS,P17
V0042928,K0243,2025-05-09,09:00,2025,19,PASS,P17
V0042929,K0300,2025-05-09,09:00,2025,19,PASS,P17
V0042930,K0310,2025-05-09,09:00,2025,19,PASS,P17
V0042931,K0842,2025-05-09,09:00,2025,19,PASS,P17
V0042932,K0764,2025-05-09,09:00,2025,18,GYM,
V0042933,K0401,2025-05-09,09:05,2025,18,GYM,
V0042934,K0027,2025-05-09,09:05,2025,18,GYM,
V0042935,K0206,2025-05-09,09:25,2025,18,GYM,
V0042936,K0575,2025-05-09,09:40,2025,18,GYM,
V0042937,K0137,2025-05-09,09:45,2025,18,GYM,
V0042938,K0766,2025-05-09,09:55,2025,18,GYM,
V0042939,K0330,2025-05-09,10:25,2025,18,GYM,
V0042940,K0886,2025-05-09,10:50,2025,18,GYM,
V0042941,K0219,2025-05-09,10:55,2025,18,GYM,
V0042942,K0553,2025-05-09,11:10,2025,18,GYM,
V0042943,K0590,2025-05-09,12:10,2025,18,GYM,
V0042944,K0739,2025-05-09,12:15,2025,18,GYM,
V0042945,K0641,2025-05-09,12:20,2025,18,GYM,
V0042946,K0537,2025-05-09,12:25,2025,18,GYM,
V0042947,K0226,2025-05-09,12:30,2025,18,GYM,
V0042948,K0647,2025-05-09,13:10,2025,18,GYM,
V0042949,K0230,2025-05-09,13:10,2025,18,GYM,
V0042950,K0395,2025-05-09,13:55,2025,18,GYM,
V0042951,K0704,2025-05-09,14:40,2025,18,GYM,
V0042952,K0815,2025-05-09,14:40,2025,18,GYM,
V0042953,K0221,2025-05-09,14:40,2025,18,GYM,
V0042954,K0469,2025-05-09,15:20,2025,18,GYM,
V0042955,K0270,2025-05-09,16:00,2025,19,PASS,P18
V0042956,K0284,2025-05-09,16:00,2025,19,PASS,P18
V0042957,K0349,2025-05-09,16:00,2025,19,PASS,P18
V0042958,K0181,2025-05-09,16:00,2025,19,PASS,P18
V0042959,K0659,2025-05-09,16:00,2025,19,PASS,P18
V0042960,K0173,2025-05-09,16:00,2025,19,PASS,P18
V0042961,K0308,2025-05-09,16:00,2025,19,PASS,P18
V0042962,K0014,2025-05-09,16:00,2025,19,PASS,P18
V0042963,K0624,2025-05-09,16:00,2025,19,PASS,P18
V0042964,K0307,2025-05-09,16:00,2025,19,PASS,P18
V0042965,K0505,2025-05-09,16:00,2025,19,PASS,P18
V0042966,K0370,2025-05-09,16:00,2025,19,PASS,P18
V0042967,K0611,2025-05-09,16:00,2025,19,PASS,P18
V0042968,K0648,2025-05-09,16:10,2025,18,GYM,
V0042969,K0271,2025-05-09,16:10,2025,18,GYM,
V0042970,K0595,2025-05-09,16:10,2025,18,GYM,
V0042971,K0282,2025-05-09,16:30,2025,18,GYM,
V0042972,K0947,2025-05-09,16:40,2025,18,GYM,
V0042973,K0668,2025-05-09,16:50,2025,18,GYM,
V0042974,K0824,2025-05-09,17:15,2025,18,GYM,
V0042975,K0493,2025-05-09,18:00,2025,18,GYM,
V0042976,K0592,2025-05-09,18:05,2025,18,GYM,
V0042977,K0514,2025-05-09,18:25,2025,18,GYM,
V0042978,K0310,2025-05-09,18:55,2025,18,GYM,
V0042979,K0700,2025-05-09,19:20,2025,18,GYM,
V0042980,K0468,2025-05-09,19:30,2025,18,GYM,
V0042981,K0619,2025-05-09,19:35,2025,18,GYM,
V0042982,K0339,2025-05-09,19:45,2025,18,GYM,
V0042983,K0114,2025-05-09,19:55,2025,18,GYM,
V0042984,K0348,2025-05-09,20:40,2025,18,GYM,
V0042985,K0885,2025-05-09,21:25,2025,18,GYM,
V0042986,K0267,2025-05-09,21:25,2025,18,GYM,
V0042987,K0641,2025-05-09,21:40,2025,18,GYM,
V0042988,K0108,2025-05-09,21:50,2025,18,GYM,
V0042989,K0185,2025-05-10,06:00,2025,18,GYM,
V0042990,K0288,2025-05-10,06:00,2025,18,GYM,
V0042991,K0620,2025-05-10,06:10,2025,18,GYM,
V0042992,K0104,2025-05-10,07:30,2025,18,GYM,
V0042993,K0303,2025-05-10,08:05,2025,18,GYM,
V0042994,K0615,2025-05-10,08:55,2025,18,GYM,
V0042995,K0148,2025-05-10,09:10,2025,18,GYM,
V0042996,K0215,2025-05-10,09:10,2025,18,GYM,
V0042997,K0332,2025-05-10,09:10,2025,18,GYM,
V0042998,K0056,2025-05-10,09:15,2025,18,GYM,
V0042999,K0603,2025-05-10,09:25,2025,18,GYM,
V0043000,K0559,2025-05-10,09:25,2025,18,GYM,
V0043001,K0845,2025-05-10,09:30,2025,18,GYM,
V0043002,K0115,2025-05-10,09:30,2025,18,GYM,
V0043003,K0081,2025-05-10,09:40,2025,18,GYM,
V0043004,K0345,2025-05-10,09:40,2025,18,GYM,
V0043005,K0395,2025-05-10,09:45,2025,18,GYM,
V0043006,K0943,2025-05-10,09:55,2025,18,GYM,
V0043007,K0163,2025-05-10,10:00,2025,19,PASS,P19
V0043008,K0537,2025-05-10,10:00,2025,19,PASS,P19
V0043009,K0921,2025-05-10,10:00,2025,19,PASS,P19
V0043010,K0428,2025-05-10,10:00,2025,19,PASS,P19
V0043011,K0517,2025-05-10,10:00,2025,19,PASS,P19
V0043012,K0358,2025-05-10,10:00,2025,19,PASS,P19
V0043013,K0498,2025-05-10,10:00,2025,19,PASS,P19
V0043014,K0364,2025-05-10,10:00,2025,19,PASS,P19
V0043015,K0399,2025-05-10,10:00,2025,19,PASS,P19
V0043016,K0563,2025-05-10,10:00,2025,19,PASS,P19
V0043017,K0057,2025-05-10,10:00,2025,19,PASS,P19
V0043018,K0217,2025-05-10,10:00,2025,19,PASS,P19
V0043019,K0047,2025-05-10,10:00,2025,19,PASS,P19
V0043020,K0741,2025-05-10,10:00,2025,19,PASS,P19
V0043021,K0781,2025-05-10,10:00,2025,19,PASS,P19
V0043022,K0014,2025-05-10,10:00,2025,19,PASS,P19
V0043023,K0100,2025-05-10,10:00,2025,19,PASS,P19
V0043024,K0508,2025-05-10,10:20,2025,18,GYM,
V0043025,K0381,2025-05-10,11:20,2025,18,GYM,
V0043026,K0224,2025-05-10,11:25,2025,18,GYM,
V0043027,K0252,2025-05-10,11:35,2025,18,GYM,
V0043028,K0101,2025-05-10,11:45,2025,18,GYM,
V0043029,K0435,2025-05-10,11:45,2025,18,GYM,
V0043030,K0148,2025-05-10,12:05,2025,18,GYM,
V0043031,K0444,2025-05-10,12:50,2025,18,GYM,
V0043032,K0611,2025-05-10,12:55,2025,18,GYM,
V0043033,K0008,2025-05-10,13:25,2025,18,GYM,
V0043034,K0279,2025-05-10,13:35,2025,18,GYM,
V0043035,K0406,2025-05-10,13:40,2025,18,GYM,
V0043036,K0255,2025-05-10,13:50,2025,18,GYM,
V0043037,K0932,2025-05-10,13:50,2025,18,GYM,
V0043038,K0542,2025-05-10,14:00,2025,18,GYM,
V0043039,K0352,2025-05-10,14:00,2025,18,GYM,
V0043040,K0449,2025-05-10,14:10,2025,18,GYM,
V0043041,K0639,2025-05-10,14:50,2025,18,GYM,
V0043042,K0477,2025-05-10,14:55,2025,18,GYM,
V0043043,K0525,2025-05-10,14:55,2025,18,GYM,
V0043044,K0078,2025-05-10,15:05,2025,18,GYM,
V0043045,K0043,2025-05-10,15:35,2025,18,GYM,
V0043046,K0217,2025-05-10,15:45,2025,18,GYM,
V0043047,K0368,2025-05-10,16:45,2025,18,GYM,
V0043048,K0737,2025-05-10,17:20,2025,18,GYM,
V0043049,K0944,2025-05-10,18:15,2025,18,GYM,
V0043050,K0733,2025-05-10,18:35,2025,18,GYM,
V0043051,K0639,2025-05-10,18:40,2025,18,GYM,
V0043052,K0272,2025-05-10,18:50,2025,18,GYM,
V0043053,K0818,2025-05-10,19:05,2025,18,GYM,
V0043054,K0843,2025-05-10,19:15,2025,18,GYM,
V0043055,K0008,2025-05-10,19:40,2025,18,GYM,
V0043056,K0739,2025-05-10,19:50,2025,18,GYM,
V0043057,K0088,2025-05-10,19:50,2025,18,GYM,
V0043058,K0586,2025-05-10,19:55,2025,18,GYM,
V0043059,K0298,2025-05-10,19:55,2025,18,GYM,
V0043060,K0401,2025-05-10,20:15,2025,18,GYM,
V0043061,K0537,2025-05-10,20:25,2025,18,GYM,
V0043062,K0688,2025-05-10,20:35,2025,18,GYM,
V0043063,K0771,2025-05-10,20:35,2025,18,GYM,
V0043064,K0890,2025-05-10,20:40,2025,18,GYM,
V0043065,K0522,2025-05-10,20:40,2025,18,GYM,
V0043066,K0628,2025-05-10,20:55,2025,18,GYM,
V0043067,K0924,2025-05-10,21:25,2025,18,GYM,
V0043068,K0054,2025-05-10,21:25,2025,18,GYM,
V0043069,K0743,2025-05-10,21:30,2025,18,GYM,
V0043070,K0016,2025-05-10,21:50,2025,18,GYM,
V0043071,K0537,2025-05-11,06:05,2025,18,GYM,
V0043072,K0378,2025-05-11,06:05,2025,18,GYM,
V0043073,K0054,2025-05-11,06:10,2025,18,GYM,
V0043074,K0829,2025-05-11,06:15,2025,18,GYM,
V0043075,K0421,2025-05-11,06:55,2025,18,GYM,
V0043076,K0689,2025-05-11,07:05,2025,18,GYM,
V0043077,K0839,2025-05-11,07:55,2025,18,GYM,
V0043078,K0199,2025-05-11,08:00,2025,18,GYM,
V0043079,K0511,2025-05-11,08:10,2025,18,GYM,
V0043080,K0386,2025-05-11,08:15,2025,18,GYM,
V0043081,K0036,2025-05-11,09:45,2025,18,GYM,
V0043082,K0885,2025-05-11,10:05,2025,18,GYM,
V0043083,K0343,2025-05-11,10:05,2025,18,GYM,
V0043084,K0438,2025-05-11,10:10,2025,18,GYM,
V0043085,K0780,2025-05-11,10:25,2025,18,GYM,
V0043086,K0426,2025-05-11,10:40,2025,18,GYM,
V0043087,K0608,2025-05-11,10:45,2025,18,GYM,
V0043088,K0458,2025-05-11,10:50,2025,18,GYM,
V0043089,K0281,2025-05-11,10:50,2025,18,GYM,
V0043090,K0273,2025-05-11,11:15,2025,18,GYM,
V0043091,K0056,2025-05-11,11:25,2025,18,GYM,
V0043092,K0473,2025-05-11,11:40,2025,18,GYM,
V0043093,K0632,2025-05-11,11:50,2025,18,GYM,
V0043094,K0450,2025-05-11,12:00,2025,18,GYM,
V0043095,K0015,2025-05-11,12:05,2025,18,GYM,
V0043096,K0632,2025-05-11,12:05,2025,18,GYM,
V0043097,K0683,2025-05-11,12:45,2025,18,GYM,
V0043098,K0828,2025-05-11,12:50,2025,18,GYM,
V0043099,K0859,2025-05-11,13:15,2025,18,GYM,
V0043100,K0629,2025-05-11,14:05,2025,18,GYM,
V0043101,K0388,2025-05-11,14:10,2025,18,GYM,
V0043102,K0632,2025-05-11,14:30,2025,18,GYM,
V0043103,K0818,2025-05-11,14:55,2025,18,GYM,
V0043104,K0362,2025-05-11,15:35,2025,18,GYM,
V0043105,K0016,2025-05-11,16:10,2025,18,GYM,
V0043106,K0910,2025-05-11,16:45,2025,18,GYM,
V0043107,K0855,2025-05-11,17:00,2025,19,PASS,P20
V0043108,K0328,2025-05-11,17:00,2025,19,PASS,P20
V0043109,K0009,2025-05-11,17:00,2025,19,PASS,P20
V0043110,K0058,2025-05-11,17:00,2025,19,PASS,P20
V0043111,K0498,2025-05-11,17:00,2025,19,PASS,P20
V0043112,K0217,2025-05-11,17:00,2025,19,PASS,P20
V0043113,K0307,2025-05-11,17:00,2025,19,PASS,P20
V0043114,K0181,2025-05-11,17:00,2025,19,PASS,P20
V0043115,K0723,2025-05-11,17:00,2025,19,PASS,P20
V0043116,K0667,2025-05-11,17:00,2025,19,PASS,P20
V0043117,K0049,2025-05-11,17:00,2025,19,PASS,P20
V0043118,K0863,2025-05-11,17:00,2025,19,PASS,P20
V0043119,K0502,2025-05-11,17:00,2025,19,PASS,P20
V0043120,K0493,2025-05-11,17:00,2025,19,PASS,P20
V0043121,K0250,2025-05-11,17:00,2025,19,PASS,P20
V0043122,K0009,2025-05-11,17:15,2025,18,GYM,
V0043123,K0175,2025-05-11,17:30,2025,18,GYM,
V0043124,K0118,2025-05-11,17:35,2025,18,GYM,
V0043125,K0081,2025-05-11,17:35,2025,18,GYM,
V0043126,K0304,2025-05-11,17:45,2025,18,GYM,
V0043127,K0725,2025-05-11,18:05,2025,18,GYM,
V0043128,K0410,2025-05-11,18:25,2025,18,GYM,
V0043129,K0551,2025-05-11,18:30,2025,18,GYM,
V0043130,K0782,2025-05-11,18:35,2025,18,GYM,
V0043131,K0416,2025-05-11,20:40,2025,18,GYM,
V0043132,K0853,2025-05-11,21:10,2025,18,GYM,
V0043133,K0488,2025-05-12,06:05,2025,19,GYM,
V0043134,K0333,2025-05-12,06:45,2025,19,GYM,
V0043135,K0481,2025-05-12,07:00,2025,19,PASS,P01
V0043136,K0066,2025-05-12,07:00,2025,19,PASS,P01
V0043137,K0776,2025-05-12,07:00,2025,19,PASS,P01
V0043138,K0691,2025-05-12,07:00,2025,19,PASS,P01
V0043139,K0336,2025-05-12,07:00,2025,19,PASS,P01
V0043140,K0343,2025-05-12,07:00,2025,19,PASS,P01
V0043141,K0233,2025-05-12,07:00,2025,19,PASS,P01
V0043142,K0515,2025-05-12,07:00,2025,19,PASS,P01
V0043143,K0111,2025-05-12,07:00,2025,19,PASS,P01
V0043144,K0650,2025-05-12,07:00,2025,19,PASS,P01
V0043145,K0272,2025-05-12,07:00,2025,19,PASS,P01
V0043146,K0240,2025-05-12,07:00,2025,19,PASS,P01
V0043147,K0765,2025-05-12,07:00,2025,19,PASS,P01
V0043148,K0004,2025-05-12,07:00,2025,19,PASS,P01
V0043149,K0370,2025-05-12,07:00,2025,19,PASS,P01
V0043150,K0400,2025-05-12,07:00,2025,19,PASS,P01
V0043151,K0740,2025-05-12,07:00,2025,19,PASS,P01
V0043152,K0125,2025-05-12,07:15,2025,19,GYM,
V0043153,K0935,2025-05-12,08:00,2025,19,GYM,
V0043154,K0788,2025-05-12,08:20,2025,19,GYM,
V0043155,K0794,2025-05-12,08:50,2025,19,GYM,
V0043156,K0251,2025-05-12,08:50,2025,19,GYM,
V0043157,K0178,2025-05-12,09:05,2025,19,GYM,
V0043158,K0900,2025-05-12,09:20,2025,19,GYM,
V0043159,K0787,2025-05-12,10:00,2025,19,PASS,P02
V0043160,K0615,2025-05-12,10:00,2025,19,PASS,P02
V0043161,K0157,2025-05-12,10:00,2025,19,PASS,P02
V0043162,K0549,2025-05-12,10:00,2025,19,PASS,P02
V0043163,K0401,2025-05-12,10:00,2025,19,PASS,P02
V0043164,K0078,2025-05-12,10:00,2025,19,PASS,P02
V0043165,K0731,2025-05-12,10:00,2025,19,PASS,P02
V0043166,K0552,2025-05-12,10:00,2025,19,PASS,P02
V0043167,K0905,2025-05-12,10:00,2025,19,PASS,P02
V0043168,K0587,2025-05-12,10:00,2025,19,PASS,P02
V0043169,K0584,2025-05-12,10:00,2025,19,PASS,P02
V0043170,K0652,2025-05-12,10:00,2025,19,PASS,P02
V0043171,K0669,2025-05-12,10:00,2025,19,PASS,P02
V0043172,K0074,2025-05-12,10:00,2025,19,PASS,P02
V0043173,K0288,2025-05-12,10:00,2025,19,PASS,P02
V0043174,K0753,2025-05-12,10:00,2025,19,PASS,P02
V0043175,K0294,2025-05-12,10:00,2025,19,PASS,P02
V0043176,K0196,2025-05-12,10:10,2025,19,GYM,
V0043177,K0048,2025-05-12,10:15,2025,19,GYM,
V0043178,K0518,2025-05-12,11:15,2025,19,GYM,
V0043179,K0744,2025-05-12,11:25,2025,19,GYM,
V0043180,K0443,2025-05-12,11:30,2025,19,GYM,
V0043181,K0879,2025-05-12,11:35,2025,19,GYM,
V0043182,K0081,2025-05-12,13:15,2025,19,GYM,
V0043183,K0840,2025-05-12,13:20,2025,19,GYM,
V0043184,K0831,2025-05-12,13:20,2025,19,GYM,
V0043185,K0741,2025-05-12,13:30,2025,19,GYM,
V0043186,K0891,2025-05-12,13:40,2025,19,GYM,
V0043187,K0439,2025-05-12,13:50,2025,19,GYM,
V0043188,K0008,2025-05-12,13:55,2025,19,GYM,
V0043189,K0521,2025-05-12,14:00,2025,19,GYM,
V0043190,K0615,2025-05-12,14:00,2025,19,GYM,
V0043191,K0433,2025-05-12,14:00,2025,19,GYM,
V0043192,K0612,2025-05-12,14:00,2025,19,GYM,
V0043193,K0022,2025-05-12,14:25,2025,19,GYM,
V0043194,K0884,2025-05-12,14:45,2025,19,GYM,
V0043195,K0813,2025-05-12,14:55,2025,19,GYM,
V0043196,K0067,2025-05-12,15:05,2025,19,GYM,
V0043197,K0157,2025-05-12,15:25,2025,19,GYM,
V0043198,K0212,2025-05-12,15:30,2025,19,GYM,
V0043199,K0691,2025-05-12,15:50,2025,19,GYM,
V0043200,K0939,2025-05-12,16:00,2025,19,GYM,
V0043201,K0738,2025-05-12,16:00,2025,19,GYM,
V0043202,K0167,2025-05-12,16:15,2025,19,GYM,
V0043203,K0753,2025-05-12,17:00,2025,19,GYM,
V0043204,K0885,2025-05-12,17:20,2025,19,GYM,
V0043205,K0695,2025-05-12,17:30,2025,19,PASS,P03
V0043206,K0879,2025-05-12,17:30,2025,19,PASS,P03
V0043207,K0349,2025-05-12,17:30,2025,19,PASS,P03
V0043208,K0769,2025-05-12,17:30,2025,19,PASS,P03
V0043209,K0033,2025-05-12,17:30,2025,19,PASS,P03
V0043210,K0782,2025-05-12,17:30,2025,19,PASS,P03
V0043211,K0911,2025-05-12,17:30,2025,19,PASS,P03
V0043212,K0319,2025-05-12,17:30,2025,19,PASS,P03
V0043213,K0624,2025-05-12,17:30,2025,19,PASS,P03
V0043214,K0496,2025-05-12,17:30,2025,19,PASS,P03
V0043215,K0049,2025-05-12,17:30,2025,19,PASS,P03
V0043216,K0308,2025-05-12,17:30,2025,19,PASS,P03
V0043217,K0381,2025-05-12,17:30,2025,19,PASS,P03
V0043218,K0015,2025-05-12,17:30,2025,19,PASS,P03
V0043219,K0458,2025-05-12,17:30,2025,19,PASS,P03
V0043220,K0705,2025-05-12,17:30,2025,19,PASS,P03
V0043221,K0924,2025-05-12,17:30,2025,19,GYM,
V0043222,K0178,2025-05-12,18:05,2025,19,GYM,
V0043223,K0368,2025-05-12,18:05,2025,19,GYM,
V0043224,K0033,2025-05-12,19:00,2025,19,PASS,P04
V0043225,K0570,2025-05-12,19:00,2025,19,PASS,P04
V0043226,K0430,2025-05-12,19:00,2025,19,PASS,P04
V0043227,K0505,2025-05-12,19:00,2025,19,PASS,P04
V0043228,K0047,2025-05-12,19:00,2025,19,PASS,P04
V0043229,K0563,2025-05-12,19:00,2025,19,PASS,P04
V0043230,K0484,2025-05-12,19:00,2025,19,PASS,P04
V0043231,K0502,2025-05-12,19:00,2025,19,PASS,P04
V0043232,K0026,2025-05-12,19:00,2025,19,PASS,P04
V0043233,K0049,2025-05-12,19:00,2025,19,PASS,P04
V0043234,K0717,2025-05-12,19:00,2025,19,PASS,P04
V0043235,K0057,2025-05-12,19:00,2025,19,PASS,P04
V0043236,K0004,2025-05-12,19:00,2025,19,PASS,P04
V0043237,K0816,2025-05-12,19:00,2025,19,PASS,P04
V0043238,K0278,2025-05-12,19:00,2025,19,PASS,P04
V0043239,K0271,2025-05-12,19:00,2025,19,PASS,P04
V0043240,K0424,2025-05-12,19:00,2025,19,PASS,P04
V0043241,K0395,2025-05-12,19:00,2025,19,PASS,P04
V0043242,K0865,2025-05-12,19:00,2025,19,GYM,
V0043243,K0094,2025-05-12,19:10,2025,19,GYM,
V0043244,K0617,2025-05-12,19:10,2025,19,GYM,
V0043245,K0121,2025-05-12,19:30,2025,19,GYM,
V0043246,K0221,2025-05-12,19:40,2025,19,GYM,
V0043247,K0607,2025-05-12,20:05,2025,19,GYM,
V0043248,K0572,2025-05-12,20:20,2025,19,GYM,
V0043249,K0198,2025-05-12,20:40,2025,19,GYM,
V0043250,K0646,2025-05-12,21:15,2025,19,GYM,
V0043251,K0345,2025-05-12,21:25,2025,19,GYM,
V0043252,K0432,2025-05-12,21:30,2025,19,GYM,
V0043253,K0941,2025-05-12,21:35,2025,19,GYM,
V0043254,K0593,2025-05-13,06:00,2025,19,GYM,
V0043255,K0114,2025-05-13,06:10,2025,19,GYM,
V0043256,K0162,2025-05-13,06:15,2025,19,GYM,
V0043257,K0692,2025-05-13,06:20,2025,19,GYM,
V0043258,K0014,2025-05-13,06:55,2025,19,GYM,
V0043259,K0428,2025-05-13,06:55,2025,19,GYM,
V0043260,K0095,2025-05-13,07:05,2025,19,GYM,
V0043261,K0115,2025-05-13,07:10,2025,19,GYM,
V0043262,K0829,2025-05-13,07:15,2025,19,GYM,
V0043263,K0175,2025-05-13,07:45,2025,19,GYM,
V0043264,K0908,2025-05-13,08:00,2025,19,PASS,P05
V0043265,K0387,2025-05-13,08:00,2025,19,PASS,P05
V0043266,K0567,2025-05-13,08:00,2025,19,PASS,P05
V0043267,K0075,2025-05-13,08:00,2025,19,PASS,P05
V0043268,K0385,2025-05-13,08:00,2025,19,PASS,P05
V0043269,K0250,2025-05-13,08:00,2025,19,PASS,P05
V0043270,K0668,2025-05-13,08:00,2025,19,PASS,P05
V0043271,K0494,2025-05-13,08:00,2025,19,PASS,P05
V0043272,K0020,2025-05-13,08:00,2025,19,PASS,P05
V0043273,K0545,2025-05-13,08:00,2025,19,PASS,P05
V0043274,K0878,2025-05-13,08:00,2025,19,PASS,P05
V0043275,K0705,2025-05-13,08:00,2025,19,PASS,P05
V0043276,K0633,2025-05-13,08:00,2025,19,PASS,P05
V0043277,K0684,2025-05-13,08:00,2025,19,GYM,
V0043278,K0239,2025-05-13,08:10,2025,19,GYM,
V0043279,K0893,2025-05-13,08:10,2025,19,GYM,
V0043280,K0505,2025-05-13,08:15,2025,19,GYM,
V0043281,K0506,2025-05-13,08:45,2025,19,GYM,
V0043282,K0612,2025-05-13,09:15,2025,19,GYM,
V0043283,K0090,2025-05-13,09:55,2025,19,GYM,
V0043284,K0793,2025-05-13,10:00,2025,19,GYM,
V0043285,K0198,2025-05-13,10:15,2025,19,GYM,
V0043286,K0361,2025-05-13,10:15,2025,19,GYM,
V0043287,K0484,2025-05-13,10:40,2025,19,GYM,
V0043288,K0907,2025-05-13,11:00,2025,19,PASS,P06
V0043289,K0584,2025-05-13,11:00,2025,19,PASS,P06
V0043290,K0768,2025-05-13,11:00,2025,19,PASS,P06
V0043291,K0538,2025-05-13,11:00,2025,19,PASS,P06
V0043292,K0285,2025-05-13,11:00,2025,19,PASS,P06
V0043293,K0236,2025-05-13,11:00,2025,19,PASS,P06
V0043294,K0652,2025-05-13,11:00,2025,19,PASS,P06
V0043295,K0767,2025-05-13,11:00,2025,19,PASS,P06
V0043296,K0766,2025-05-13,11:00,2025,19,PASS,P06
V0043297,K0243,2025-05-13,11:00,2025,19,PASS,P06
V0043298,K0056,2025-05-13,11:00,2025,19,PASS,P06
V0043299,K0316,2025-05-13,11:00,2025,19,PASS,P06
V0043300,K0615,2025-05-13,11:00,2025,19,PASS,P06
V0043301,K0216,2025-05-13,11:00,2025,19,PASS,P06
V0043302,K0480,2025-05-13,11:00,2025,19,PASS,P06
V0043303,K0430,2025-05-13,11:00,2025,19,PASS,P06
V0043304,K0385,2025-05-13,11:00,2025,19,PASS,P06
V0043305,K0927,2025-05-13,11:05,2025,19,GYM,
V0043306,K0606,2025-05-13,11:10,2025,19,GYM,
V0043307,K0408,2025-05-13,11:20,2025,19,GYM,
V0043308,K0254,2025-05-13,11:35,2025,19,GYM,
V0043309,K0282,2025-05-13,11:45,2025,19,GYM,
V0043310,K0768,2025-05-13,12:10,2025,19,GYM,
V0043311,K0377,2025-05-13,12:15,2025,19,GYM,
V0043312,K0467,2025-05-13,12:25,2025,19,GYM,
V0043313,K0861,2025-05-13,12:40,2025,19,GYM,
V0043314,K0494,2025-05-13,12:50,2025,19,GYM,
V0043315,K0151,2025-05-13,13:10,2025,19,GYM,
V0043316,K0148,2025-05-13,13:10,2025,19,GYM,
V0043317,K0388,2025-05-13,13:50,2025,19,GYM,
V0043318,K0336,2025-05-13,14:05,2025,19,GYM,
V0043319,K0781,2025-05-13,14:25,2025,19,GYM,
