VisitID,KundID,Datum,Tid,Ar,Vecka,Besokstyp,PassID,Medlemskap
V0024140,K0157,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024141,K0460,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024142,K0552,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024143,K0864,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024144,K0401,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024145,K0694,2024-10-14,10:00,2024,42,PASS,P02,Senior
V0024146,K0633,2024-10-14,10:00,2024,42,PASS,P02,Premium
V0024147,K0700,2024-10-14,10:00,2024,42,PASS,P02,Premium
V0024148,K0104,2024-10-14,10:00,2024,42,GYM,,Basic
V0024149,K0018,2024-10-14,10:35,2024,42,GYM,,Morning
V0024150,K0643,2024-10-14,10:55,2024,42,GYM,,Morning
V0024151,K0606,2024-10-14,11:10,2024,42,GYM,,Morning
V0024152,K0606,2024-10-14,11:25,2024,42,GYM,,Morning
V0024153,K0505,2024-10-14,11:40,2024,42,GYM,,Premium
V0024154,K0092,2024-10-14,11:55,2024,42,GYM,,Morning
V0024155,K0638,2024-10-14,12:15,2024,42,GYM,,Senior
V0024156,K0205,2024-10-14,13:55,2024,42,GYM,,Basic
V0024157,K0401,2024-10-14,14:05,2024,42,GYM,,Senior
V0024158,K0230,2024-10-14,14:10,2024,42,GYM,,Basic
V0024159,K0853,2024-10-14,14:15,2024,42,GYM,,Senior
V0024160,K0531,2024-10-14,14:40,2024,42,GYM,,Basic
V0024161,K0560,2024-10-14,15:15,2024,42,GYM,,Flex
V0024162,K0664,2024-10-14,15:25,2024,42,GYM,,Premium
V0024163,K0329,2024-10-14,15:55,2024,42,GYM,,Flex
V0024164,K0186,2024-10-14,16:10,2024,42,GYM,,Basic
V0024165,K0153,2024-10-14,17:00,2024,42,GYM,,Basic
V0024166,K0872,2024-10-14,17:30,2024,42,PASS,P03,Flex
V0024167,K0411,2024-10-14,17:30,2024,42,PASS,P03,Flex
V0024168,K0388,2024-10-14,17:30,2024,42,PASS,P03,Flex
V0024169,K0560,2024-10-14,17:30,2024,42,PASS,P03,Flex
V0024170,K0270,2024-10-14,17:30,2024,42,PASS,P03,Flex
V0024171,K0118,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024172,K0857,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024173,K0803,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024174,K0308,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024175,K0310,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024176,K0058,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024177,K0705,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024178,K0294,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024179,K0888,2024-10-14,17:30,2024,42,PASS,P03,Premium
V0024180,K0400,2024-10-14,17:30,2024,42,GYM,,Premium
V0024181,K0944,2024-10-14,17:30,2024,42,GYM,,Basic
V0024182,K0186,2024-10-14,18:05,2024,42,GYM,,Basic
V0024183,K0284,2024-10-14,19:00,2024,42,PASS,P04,Flex
V0024184,K0922,2024-10-14,19:00,2024,42,PASS,P04,Flex
V0024185,K0760,2024-10-14,19:00,2024,42,PASS,P04,Flex
V0024186,K0788,2024-10-14,19:00,2024,42,PASS,P04,Flex
V0024187,K0820,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024188,K0173,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024189,K0783,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024190,K0484,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024191,K0517,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024192,K0228,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024193,K0633,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024194,K0882,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024195,K0712,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024196,K0896,2024-10-14,19:00,2024,42,PASS,P04,Premium
V0024197,K0720,2024-10-14,19:55,2024,42,GYM,,Student
V0024198,K0291,2024-10-14,20:20,2024,42,GYM,,Basic
V0024199,K0651,2024-10-14,20:40,2024,42,GYM,,Basic
V0024200,K0106,2024-10-14,21:55,2024,42,GYM,,Premium
V0024201,K0817,2024-10-15,07:10,2024,42,GYM,,Morning
V0024202,K0760,2024-10-15,08:00,2024,42,PASS,P05,Flex
V0024203,K0355,2024-10-15,08:00,2024,42,PASS,P05,Flex
V0024204,K0567,2024-10-15,08:00,2024,42,PASS,P05,Student
V0024205,K0574,2024-10-15,08:00,2024,42,PASS,P05,Student
V0024206,K0295,2024-10-15,08:00,2024,42,PASS,P05,Student
V0024207,K0689,2024-10-15,08:00,2024,42,PASS,P05,Student
V0024208,K0087,2024-10-15,08:00,2024,42,PASS,P05,Student
V0024209,K0356,2024-10-15,08:00,2024,42,PASS,P05,Premium
V0024210,K0545,2024-10-15,08:00,2024,42,PASS,P05,Premium
V0024211,K0611,2024-10-15,08:00,2024,42,PASS,P05,Premium
V0024212,K0294,2024-10-15,08:00,2024,42,PASS,P05,Premium
V0024213,K0358,2024-10-15,08:00,2024,42,PASS,P05,Premium
V0024214,K0461,2024-10-15,08:35,2024,42,GYM,,Basic
V0024215,K0560,2024-10-15,08:40,2024,42,GYM,,Flex
V0024216,K0290,2024-10-15,09:45,2024,42,GYM,,Flex
V0024217,K0108,2024-10-15,10:15,2024,42,GYM,,Basic
V0024218,K0466,2024-10-15,10:35,2024,42,GYM,,Morning
V0024219,K0562,2024-10-15,10:40,2024,42,GYM,,Basic
V0024220,K0856,2024-10-15,10:45,2024,42,GYM,,Basic
V0024221,K0603,2024-10-15,10:55,2024,42,GYM,,Morning
V0024222,K0222,2024-10-15,11:00,2024,42,PASS,P06,Flex
V0024223,K0326,2024-10-15,11:00,2024,42,PASS,P06,Flex
V0024224,K0526,2024-10-15,11:00,2024,42,PASS,P06,Flex
V0024225,K0017,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024226,K0431,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024227,K0584,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024228,K0829,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024229,K0174,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024230,K0061,2024-10-15,11:00,2024,42,PASS,P06,Senior
V0024231,K0180,2024-10-15,11:00,2024,42,PASS,P06,Premium
V0024232,K0421,2024-10-15,11:00,2024,42,PASS,P06,Premium
V0024233,K0820,2024-10-15,11:00,2024,42,PASS,P06,Premium
V0024234,K0067,2024-10-15,11:00,2024,42,PASS,P06,Premium
V0024235,K0863,2024-10-15,11:00,2024,42,PASS,P06,Premium
V0024236,K0244,2024-10-15,11:50,2024,42,GYM,,Basic
V0024237,K0046,2024-10-15,12:25,2024,42,GYM,,Basic
V0024238,K0763,2024-10-15,12:25,2024,42,GYM,,Student
V0024239,K0388,2024-10-15,12:35,2024,42,GYM,,Flex
V0024240,K0098,2024-10-15,12:45,2024,42,GYM,,Premium
V0024241,K0733,2024-10-15,13:30,2024,42,GYM,,Basic
V0024242,K0587,2024-10-15,14:45,2024,42,GYM,,Senior
V0024243,K0251,2024-10-15,14:50,2024,42,GYM,,Senior
V0024244,K0326,2024-10-15,15:00,2024,42,PASS,P07,Flex
V0024245,K0522,2024-10-15,15:00,2024,42,PASS,P07,Student
V0024246,K0300,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024247,K0407,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024248,K0419,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024249,K0917,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024250,K0385,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024251,K0358,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024252,K0834,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024253,K0896,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024254,K0493,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024255,K0363,2024-10-15,15:00,2024,42,PASS,P07,Premium
V0024256,K0145,2024-10-15,15:25,2024,42,GYM,,Premium
V0024257,K0765,2024-10-15,16:05,2024,42,GYM,,Premium
V0024258,K0895,2024-10-15,16:05,2024,42,GYM,,Student
V0024259,K0839,2024-10-15,18:00,2024,42,PASS,P08,Flex
V0024260,K0609,2024-10-15,18:00,2024,42,PASS,P08,Flex
V0024261,K0863,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024262,K0219,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024263,K0136,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024264,K0158,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024265,K0252,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024266,K0004,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024267,K0860,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024268,K0335,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024269,K0015,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024270,K0596,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024271,K0659,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024272,K0729,2024-10-15,18:00,2024,42,PASS,P08,Premium
V0024273,K0494,2024-10-15,18:10,2024,42,GYM,,Premium
V0024274,K0115,2024-10-15,18:30,2024,42,GYM,,Senior
V0024275,K0078,2024-10-15,19:10,2024,42,GYM,,Senior
V0024276,K0896,2024-10-15,19:10,2024,42,GYM,,Premium
V0024277,K0342,2024-10-15,19:15,2024,42,GYM,,Basic
V0024278,K0845,2024-10-15,20:10,2024,42,GYM,,Flex
V0024279,K0279,2024-10-15,20:10,2024,42,GYM,,Student
V0024280,K0686,2024-10-15,20:15,2024,42,GYM,,Premium
V0024281,K0247,2024-10-15,20:55,2024,42,GYM,,Basic
V0024282,K0332,2024-10-15,20:55,2024,42,GYM,,Basic
V0024283,K0855,2024-10-16,06:10,2024,42,GYM,,Flex
V0024284,K0177,2024-10-16,06:20,2024,42,GYM,,Premium
V0024285,K0293,2024-10-16,06:55,2024,42,GYM,,Flex
V0024286,K0207,2024-10-16,07:00,2024,42,GYM,,Morning
V0024287,K0594,2024-10-16,07:10,2024,42,GYM,,Morning
V0024288,K0794,2024-10-16,07:30,2024,42,PASS,P09,Flex
V0024289,K0336,2024-10-16,07:30,2024,42,PASS,P09,Flex
V0024290,K0738,2024-10-16,07:30,2024,42,PASS,P09,Flex
V0024291,K0329,2024-10-16,07:30,2024,42,PASS,P09,Flex
V0024292,K0655,2024-10-16,07:30,2024,42,PASS,P09,Student
V0024293,K0333,2024-10-16,07:30,2024,42,PASS,P09,Student
V0024294,K0914,2024-10-16,07:30,2024,42,PASS,P09,Student
V0024295,K0087,2024-10-16,07:30,2024,42,PASS,P09,Student
V0024296,K0161,2024-10-16,07:30,2024,42,PASS,P09,Premium
V0024297,K0106,2024-10-16,07:30,2024,42,PASS,P09,Premium
V0024298,K0878,2024-10-16,07:30,2024,42,PASS,P09,Premium
V0024299,K0842,2024-10-16,07:30,2024,42,PASS,P09,Premium
V0024300,K0478,2024-10-16,07:30,2024,42,PASS,P09,Premium
V0024301,K0087,2024-10-16,07:40,2024,42,GYM,,Student
V0024302,K0043,2024-10-16,07:45,2024,42,GYM,,Basic
V0024303,K0362,2024-10-16,07:45,2024,42,GYM,,Basic
V0024304,K0946,2024-10-16,07:50,2024,42,GYM,,Basic
V0024305,K0419,2024-10-16,08:05,2024,42,GYM,,Premium
V0024306,K0189,2024-10-16,08:20,2024,42,GYM,,Basic
V0024307,K0527,2024-10-16,08:45,2024,42,GYM,,Student
V0024308,K0591,2024-10-16,08:50,2024,42,GYM,,Basic
V0024309,K0015,2024-10-16,09:10,2024,42,GYM,,Premium
V0024310,K0434,2024-10-16,09:30,2024,42,GYM,,Morning
V0024311,K0829,2024-10-16,09:45,2024,42,GYM,,Senior
V0024312,K0030,2024-10-16,10:30,2024,42,PASS,P10,Flex
V0024313,K0552,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024314,K0157,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024315,K0538,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024316,K0561,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024317,K0429,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024318,K0907,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024319,K0905,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024320,K0584,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024321,K0061,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024322,K0853,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024323,K0251,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024324,K0669,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024325,K0772,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024326,K0422,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024327,K0236,2024-10-16,10:30,2024,42,PASS,P10,Senior
V0024328,K0644,2024-10-16,10:30,2024,42,PASS,P10,Premium
V0024329,K0528,2024-10-16,10:30,2024,42,PASS,P10,Premium
V0024330,K0354,2024-10-16,10:35,2024,42,GYM,,Basic
V0024331,K0935,2024-10-16,11:05,2024,42,GYM,,Morning
V0024332,K0223,2024-10-16,11:10,2024,42,GYM,,Student
V0024333,K0648,2024-10-16,11:45,2024,42,GYM,,Flex
V0024334,K0421,2024-10-16,11:50,2024,42,GYM,,Premium
V0024335,K0697,2024-10-16,11:55,2024,42,GYM,,Morning
V0024336,K0266,2024-10-16,12:45,2024,42,GYM,,Basic
V0024337,K0351,2024-10-16,13:00,2024,42,GYM,,Basic
V0024338,K0787,2024-10-16,13:10,2024,42,GYM,,Senior
V0024339,K0888,2024-10-16,13:50,2024,42,GYM,,Premium
V0024340,K0007,2024-10-16,14:25,2024,42,GYM,,Basic
V0024341,K0093,2024-10-16,14:30,2024,42,GYM,,Flex
V0024342,K0516,2024-10-16,14:40,2024,42,GYM,,Student
V0024343,K0190,2024-10-16,14:45,2024,42,GYM,,Student
V0024344,K0637,2024-10-16,15:00,2024,42,GYM,,Basic
V0024345,K0619,2024-10-16,15:00,2024,42,GYM,,Basic
V0024346,K0372,2024-10-16,15:25,2024,42,GYM,,Basic
V0024347,K0518,2024-10-16,15:35,2024,42,GYM,,Basic
V0024348,K0181,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024349,K0841,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024350,K0644,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024351,K0106,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024352,K0502,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024353,K0658,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024354,K0398,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024355,K0307,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024356,K0264,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024357,K0741,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024358,K0058,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024359,K0020,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024360,K0458,2024-10-16,16:30,2024,42,PASS,P11,Premium
V0024361,K0781,2024-10-16,17:25,2024,42,GYM,,Premium
V0024362,K0561,2024-10-16,17:50,2024,42,GYM,,Senior
V0024363,K0527,2024-10-16,18:00,2024,42,GYM,,Student
V0024364,K0939,2024-10-16,18:05,2024,42,GYM,,Flex
V0024365,K0482,2024-10-16,18:05,2024,42,GYM,,Basic
V0024366,K0297,2024-10-16,18:10,2024,42,GYM,,Basic
V0024367,K0942,2024-10-16,19:00,2024,42,PASS,P12,Flex
V0024368,K0487,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024369,K0896,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024370,K0667,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024371,K0473,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024372,K0659,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024373,K0675,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024374,K0607,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024375,K0217,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024376,K0421,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024377,K0700,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024378,K0626,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024379,K0658,2024-10-16,19:00,2024,42,PASS,P12,Premium
V0024380,K0619,2024-10-16,20:05,2024,42,GYM,,Basic
V0024381,K0627,2024-10-16,21:40,2024,42,GYM,,Basic
V0024382,K0608,2024-10-17,06:20,2024,42,GYM,,Student
V0024383,K0292,2024-10-17,06:35,2024,42,GYM,,Morning
V0024384,K0804,2024-10-17,06:45,2024,42,GYM,,Morning
V0024385,K0937,2024-10-17,06:50,2024,42,GYM,,Morning
V0024386,K0861,2024-10-17,07:00,2024,42,GYM,,Student
V0024387,K0633,2024-10-17,07:30,2024,42,GYM,,Premium
V0024388,K0238,2024-10-17,07:40,2024,42,GYM,,Morning
V0024389,K0009,2024-10-17,08:30,2024,42,PASS,P13,Flex
V0024390,K0862,2024-10-17,08:30,2024,42,PASS,P13,Flex
V0024391,K0483,2024-10-17,08:30,2024,42,PASS,P13,Student
V0024392,K0254,2024-10-17,08:30,2024,42,PASS,P13,Student
V0024393,K0438,2024-10-17,08:30,2024,42,PASS,P13,Student
V0024394,K0287,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024395,K0659,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024396,K0579,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024397,K0177,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024398,K0827,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024399,K0370,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024400,K0041,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024401,K0419,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024402,K0400,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024403,K0664,2024-10-17,08:30,2024,42,PASS,P13,Premium
V0024404,K0681,2024-10-17,08:35,2024,42,GYM,,Flex
V0024405,K0395,2024-10-17,08:50,2024,42,GYM,,Premium
V0024406,K0466,2024-10-17,09:30,2024,42,GYM,,Morning
V0024407,K0334,2024-10-17,09:55,2024,42,GYM,,Basic
V0024408,K0503,2024-10-17,10:00,2024,42,GYM,,Morning
V0024409,K0047,2024-10-17,10:05,2024,42,GYM,,Premium
V0024410,K0301,2024-10-17,10:30,2024,42,GYM,,Senior
V0024411,K0573,2024-10-17,10:55,2024,42,GYM,,Basic
V0024412,K0427,2024-10-17,11:20,2024,42,GYM,,Morning
V0024413,K0649,2024-10-17,11:30,2024,42,GYM,,Basic
V0024414,K0182,2024-10-17,12:00,2024,42,PASS,P14,Flex
V0024415,K0907,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024416,K0017,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024417,K0865,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024418,K0767,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024419,K0061,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024420,K0172,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024421,K0316,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024422,K0115,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024423,K0390,2024-10-17,12:00,2024,42,PASS,P14,Senior
V0024424,K0176,2024-10-17,12:00,2024,42,PASS,P14,Premium
V0024425,K0863,2024-10-17,12:00,2024,42,PASS,P14,Premium
V0024426,K0795,2024-10-17,12:10,2024,42,GYM,,Basic
V0024427,K0819,2024-10-17,12:15,2024,42,GYM,,Basic
V0024428,K0278,2024-10-17,12:20,2024,42,GYM,,Premium
V0024429,K0604,2024-10-17,12:40,2024,42,GYM,,Flex
V0024430,K0230,2024-10-17,13:15,2024,42,GYM,,Basic
V0024431,K0100,2024-10-17,13:30,2024,42,GYM,,Premium
V0024432,K0772,2024-10-17,13:40,2024,42,GYM,,Senior
V0024433,K0316,2024-10-17,13:45,2024,42,GYM,,Senior
V0024434,K0678,2024-10-17,14:20,2024,42,GYM,,Basic
V0024435,K0834,2024-10-17,14:25,2024,42,GYM,,Premium
V0024436,K0328,2024-10-17,14:45,2024,42,GYM,,Flex
V0024437,K0353,2024-10-17,14:45,2024,42,GYM,,Student
V0024438,K0682,2024-10-17,14:50,2024,42,GYM,,Basic
V0024439,K0336,2024-10-17,15:30,2024,42,PASS,P15,Flex
V0024440,K0080,2024-10-17,15:30,2024,42,PASS,P15,Student
V0024441,K0770,2024-10-17,15:30,2024,42,PASS,P15,Student
V0024442,K0339,2024-10-17,15:30,2024,42,PASS,P15,Student
V0024443,K0628,2024-10-17,15:30,2024,42,PASS,P15,Student
V0024444,K0393,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024445,K0834,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024446,K0896,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024447,K0705,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024448,K0453,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024449,K0493,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024450,K0039,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024451,K0134,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024452,K0219,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024453,K0421,2024-10-17,15:30,2024,42,PASS,P15,Premium
V0024454,K0423,2024-10-17,15:50,2024,42,GYM,,Basic
V0024455,K0544,2024-10-17,16:15,2024,42,GYM,,Basic
V0024456,K0784,2024-10-17,16:35,2024,42,GYM,,Premium
V0024457,K0633,2024-10-17,16:55,2024,42,GYM,,Premium
V0024458,K0165,2024-10-17,16:55,2024,42,GYM,,Basic
V0024459,K0787,2024-10-17,17:10,2024,42,GYM,,Senior
V0024460,K0889,2024-10-17,18:30,2024,42,PASS,P16,Flex
V0024461,K0598,2024-10-17,18:30,2024,42,PASS,P16,Flex
V0024462,K0029,2024-10-17,18:30,2024,42,PASS,P16,Flex
V0024463,K0030,2024-10-17,18:30,2024,42,PASS,P16,Flex
V0024464,K0439,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024465,K0505,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024466,K0348,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024467,K0252,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024468,K0433,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024469,K0076,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024470,K0173,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024471,K0259,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024472,K0737,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024473,K0430,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024474,K0934,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024475,K0307,2024-10-17,18:30,2024,42,PASS,P16,Premium
V0024476,K0654,2024-10-17,18:35,2024,42,GYM,,Flex
V0024477,K0022,2024-10-17,18:55,2024,42,GYM,,Student
V0024478,K0075,2024-10-17,19:10,2024,42,GYM,,Student
V0024479,K0094,2024-10-17,19:40,2024,42,GYM,,Premium
V0024480,K0654,2024-10-17,20:40,2024,42,GYM,,Flex
V0024481,K0431,2024-10-17,20:50,2024,42,GYM,,Senior
V0024482,K0351,2024-10-17,21:50,2024,42,GYM,,Basic
V0024483,K0431,2024-10-18,06:20,2024,42,GYM,,Senior
V0024484,K0871,2024-10-18,06:30,2024,42,GYM,,Basic
V0024485,K0846,2024-10-18,07:00,2024,42,GYM,,Morning
V0024486,K0656,2024-10-18,08:15,2024,42,GYM,,Basic
V0024487,K0341,2024-10-18,08:25,2024,42,GYM,,Basic
V0024488,K0471,2024-10-18,08:30,2024,42,GYM,,Flex
V0024489,K0146,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024490,K0767,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024491,K0422,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024492,K0431,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024493,K0174,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024494,K0766,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024495,K0115,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024496,K0920,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024497,K0669,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024498,K0236,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024499,K0288,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024500,K0590,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024501,K0694,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024502,K0316,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024503,K0865,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024504,K0900,2024-10-18,09:00,2024,42,PASS,P17,Senior
V0024505,K0669,2024-10-18,09:05,2024,42,GYM,,Senior
V0024506,K0138,2024-10-18,09:40,2024,42,GYM,,Morning
V0024507,K0287,2024-10-18,09:45,2024,42,GYM,,Premium
V0024508,K0370,2024-10-18,09:50,2024,42,GYM,,Premium
V0024509,K0256,2024-10-18,09:55,2024,42,GYM,,Basic
V0024510,K0850,2024-10-18,10:00,2024,42,GYM,,Basic
V0024511,K0477,2024-10-18,10:05,2024,42,GYM,,Flex
V0024512,K0221,2024-10-18,10:20,2024,42,GYM,,Basic
V0024513,K0270,2024-10-18,10:20,2024,42,GYM,,Flex
V0024514,K0331,2024-10-18,10:40,2024,42,GYM,,Student
V0024515,K0598,2024-10-18,10:50,2024,42,GYM,,Flex
V0024516,K0345,2024-10-18,11:15,2024,42,GYM,,Basic
V0024517,K0215,2024-10-18,11:15,2024,42,GYM,,Morning
V0024518,K0127,2024-10-18,11:35,2024,42,GYM,,Basic
V0024519,K0877,2024-10-18,11:40,2024,42,GYM,,Morning
V0024520,K0638,2024-10-18,12:00,2024,42,GYM,,Senior
V0024521,K0381,2024-10-18,12:00,2024,42,GYM,,Premium
V0024522,K0897,2024-10-18,12:05,2024,42,GYM,,Basic
V0024523,K0268,2024-10-18,12:25,2024,42,GYM,,Basic
V0024524,K0821,2024-10-18,15:00,2024,42,GYM,,Flex
V0024525,K0917,2024-10-18,15:15,2024,42,GYM,,Premium
V0024526,K0819,2024-10-18,15:50,2024,42,GYM,,Basic
V0024527,K0788,2024-10-18,16:00,2024,42,PASS,P18,Flex
V0024528,K0403,2024-10-18,16:00,2024,42,PASS,P18,Flex
V0024529,K0681,2024-10-18,16:00,2024,42,PASS,P18,Flex
V0024530,K0118,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024531,K0882,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024532,K0419,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024533,K0664,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024534,K0712,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024535,K0707,2024-10-18,16:00,2024,42,PASS,P18,Premium
V0024536,K0491,2024-10-18,16:00,2024,42,PASS,P18,Premium
